13950
AIRLINE	FLIGHT_NUMBER	ORIGIN_AIRPORT	DESTINATION_AIRPORT	SCHEDULED_DEPARTURE	SCHEDULED_ARRIVAL	DISTANCE
UA	1424	DEN	SAN	1117	1241	853
NK	511	DTW	LAS	1117	1246	1749
UA	1073	DEN	SMF	1117	1254	909
EV	5010	MSY	DTW	1117	1445	926
AS	55	BRW	FAI	1118	1236	503
OO	7391	SLC	GCC	1118	1306	410
OO	7438	SLC	EKO	1119	1129	200
HA	535	OGG	HNL	1119	1155	100
HA	328	HNL	OGG	1119	1158	100
OO	5250	MRY	SFO	1119	1205	77
HA	383	ITO	HNL	1119	1212	216
UA	1220	DEN	SEA	1119	1320	1024
OO	6489	IAH	OMA	1119	1329	781
B6	85	BUF	MCO	1119	1409	1011
EV	5183	ATL	MGM	1120	1112	147
MQ	3479	AZO	ORD	1120	1125	122
US	623	PHX	SAN	1120	1139	304
US	621	PHX	SNA	1120	1145	338
US	1949	CLT	RDU	1120	1210	130
EV	2509	GGG	DFW	1120	1210	140
WN	578	SAT	HOU	1120	1210	192
EV	5323	CHA	ATL	1120	1211	106
UA	421	DEN	EGE	1120	1213	120
MQ	3612	CLL	DFW	1120	1215	164
WN	1590	IAD	MDW	1120	1220	577
US	639	RDU	CLT	1120	1222	130
DL	1741	SLC	PDX	1120	1223	630
MQ	2872	DBQ	ORD	1120	1225	147
AA	1568	OKC	DFW	1120	1225	175
WN	649	SMF	BUR	1120	1230	358
US	433	PHX	SFO	1120	1231	651
OO	7371	MSP	BJI	1120	1234	199
MQ	3325	XNA	DFW	1120	1235	280
WN	310	PVD	BWI	1120	1245	327
WN	701	SAN	OAK	1120	1245	446
MQ	3360	RDU	LGA	1120	1255	431
MQ	3010	SGF	ORD	1120	1255	438
US	1729	CLT	MCO	1120	1256	468
DL	1856	MLB	ATL	1120	1258	442
US	2065	CLT	IAH	1120	1303	912
US	713	CLT	MSP	1120	1304	930
NK	728	TPA	ORD	1120	1307	1012
US	1923	CLT	DTW	1120	1308	500
DL	2193	MSP	SEA	1120	1308	1399
US	1983	CLT	PBI	1120	1309	590
UA	523	DEN	PHX	1120	1314	602
WN	658	DEN	PHX	1120	1315	602
US	2090	FLL	CLT	1120	1319	631
WN	255	ATL	DTW	1120	1320	594
AA	1183	BNA	DFW	1120	1325	631
US	695	LGA	CLT	1120	1325	544
WN	684	OKC	MDW	1120	1325	691
B6	678	JAX	JFK	1120	1329	828
WN	32	BNA	HOU	1120	1330	670
MQ	2999	ORD	CVG	1120	1333	265
US	407	MSP	PHX	1120	1351	1276
B6	526	TPA	JFK	1120	1353	1005
US	604	CLT	PHX	1120	1357	1773
DL	1192	TPA	DTW	1120	1404	983
OO	4476	PSP	SEA	1120	1409	987
DL	2322	MIA	MSP	1120	1420	1501
B6	323	JFK	LAX	1120	1435	2475
WN	646	SEA	PHX	1120	1505	1107
WN	1739	MCI	FLL	1120	1515	1242
UA	1126	DEN	ANC	1120	1517	2405
AS	809	PDX	OGG	1120	1532	2562
NK	319	MSP	RSW	1120	1540	1416
NK	470	LAS	DFW	1120	1557	1055
B6	1416	LGB	AUS	1120	1605	1226
UA	1491	DEN	IAD	1120	1634	1452
WN	469	PHX	PHL	1120	1750	2075
US	487	SAN	CLT	1120	1848	2077
OO	4619	SLC	IDA	1121	1235	188
EV	4142	SAV	ORD	1121	1240	773
DL	2353	CAK	ATL	1121	1314	528
EV	6163	GJT	IAH	1121	1450	979
EV	6135	IND	ORD	1122	1130	177
EV	6171	DEN	GUC	1122	1218	152
EV	3273	DEN	SAF	1122	1230	303
OO	6534	DEN	IDA	1122	1308	458
EV	4208	TUS	IAH	1122	1447	936
DL	2421	JAC	MSP	1122	1450	872
DL	1431	IAD	ATL	1123	1321	534
UA	1151	FLL	ORD	1123	1345	1182
MQ	2961	EYW	MIA	1124	1206	125
UA	296	DEN	RNO	1124	1244	804
NK	144	ATL	DFW	1124	1252	731
UA	649	DEN	JAC	1124	1254	406
EV	4148	IAH	MAF	1124	1258	429
EV	6178	CMH	IAH	1124	1329	986
OO	5218	ASE	IAH	1124	1455	913
DL	1646	PHX	ATL	1124	1657	1587
WN	16	DAL	ABQ	1125	1215	580
OO	4699	MSP	RAP	1125	1215	489
OO	5314	SBA	LAX	1125	1215	89
OO	6312	PSP	LAX	1125	1224	110
WN	2571	ABQ	LAX	1125	1225	677
WN	163	BUR	LAS	1125	1225	223
WN	238	LAX	LAS	1125	1225	236
MQ	3393	TXK	DFW	1125	1225	181
MQ	3036	DFW	XNA	1125	1228	280
EV	3953	IAH	ELP	1125	1228	667
MQ	3414	DFW	AMA	1125	1233	312
WN	1714	DAL	MAF	1125	1235	319
AA	2249	IAH	DFW	1125	1240	224
EV	4654	IAH	HRL	1125	1240	295
OO	7420	MSP	IMT	1125	1240	257
OO	6262	DEN	PSP	1125	1241	776
B6	285	ROC	JFK	1125	1242	264
EV	4169	IAH	ABQ	1125	1243	744
EV	4128	IAH	MFE	1125	1244	316
VX	927	LAX	SFO	1125	1245	337
DL	1803	ATL	RDU	1125	1248	356
EV	4470	IAH	MOB	1125	1248	427
WN	2316	SNA	SFO	1125	1250	372
UA	1736	TPA	IAH	1125	1250	787
OO	5624	DEN	PSC	1125	1255	852
UA	544	IAH	DEN	1125	1255	862
AA	376	IND	DFW	1125	1255	761
UA	1718	DEN	LAX	1125	1258	862
DL	2018	MCO	ATL	1125	1259	404
UA	317	SAN	SFO	1125	1300	447
NK	713	MCO	IAH	1125	1305	854
US	1735	CLT	LAS	1125	1318	1916
US	408	PHX	PDX	1125	1320	1009
DL	1559	MSP	LAX	1125	1322	1535
WN	1591	SEA	OAK	1125	1330	671
B6	1125	RDU	FLL	1125	1333	680
MQ	3638	CID	DFW	1125	1335	685
WN	768	MCO	BWI	1125	1335	787
OO	4556	MSP	BNA	1125	1335	695
AA	1159	RDU	DFW	1125	1335	1061
EV	4485	RDU	IAH	1125	1335	1042
US	435	PHX	SEA	1125	1337	1107
MQ	2901	ORD	CMH	1125	1338	296
OO	3495	FAT	SEA	1125	1340	748
WN	791	GEG	LAS	1125	1340	806
WN	3383	FLL	MCI	1125	1350	1242
UA	1065	MCO	EWR	1125	1359	937
WN	2499	IND	FLL	1125	1400	1005
WN	4995	TPA	BUF	1125	1400	1053
WN	476	BNA	BWI	1125	1405	587
WN	797	MKE	SFO	1125	1410	1845
B6	1252	RSW	HPN	1125	1410	1102
OO	4770	DIK	MSP	1125	1414	481
WN	997	RSW	BDL	1125	1415	1180
DL	160	DEN	MSP	1125	1422	680
UA	300	SFO	HNL	1125	1449	2398
US	574	PDX	PHX	1125	1452	1009
WN	4195	MSP	ATL	1125	1455	907
NK	810	MSY	DTW	1125	1455	926
WN	1689	STL	FLL	1125	1500	1056
DL	818	MSP	BOS	1125	1508	1124
DL	1387	ATL	SJU	1125	1553	1547
UA	1121	LAS	ORD	1125	1708	1514
WN	869	SAN	MDW	1125	1720	1728
UA	636	PDX	ORD	1125	1723	1739
VX	204	SFO	ORD	1125	1740	1846
AA	1314	LAX	IND	1125	1825	1814
US	581	SAN	PHL	1125	1930	2370
HA	305	OGG	HNL	1127	1203	100
EV	4496	IAH	CRP	1127	1229	201
UA	1171	DEN	SFO	1127	1314	967
B6	1716	TPA	LGA	1127	1400	1010
UA	1642	DEN	IAH	1127	1447	862
EV	4888	ATL	TLH	1128	1233	223
UA	214	IAH	LAS	1128	1255	1222
DL	2298	SRQ	ATL	1128	1305	444
DL	2259	MSP	SLC	1128	1315	991
UA	278	SEA	ORD	1128	1720	1721
NK	561	DEN	LAS	1129	1224	628
AA	140	SJU	MIA	1129	1315	1045
EV	4472	IAH	SLC	1129	1356	1195
UA	865	ORD	LAX	1129	1405	1744
EV	5172	BHM	DTW	1129	1431	625
EV	2500	DFW	LAW	1130	1215	140
OO	6567	FLG	PHX	1130	1216	119
OO	6572	YUM	PHX	1130	1221	160
WN	2345	HOU	HRL	1130	1230	277
WN	543	DCA	BNA	1130	1235	562
AA	369	DFW	SAN	1130	1235	1171
US	2046	PIT	PHL	1130	1238	268
AA	224	LAS	LAX	1130	1240	236
WN	736	SNA	SJC	1130	1240	342
US	1839	LGA	PHL	1130	1241	96
OO	4742	MSP	GRB	1130	1241	252
MQ	2802	DFW	SGF	1130	1243	364
DL	2108	MSP	DEN	1130	1243	680
US	2112	DCA	BOS	1130	1252	399
US	1924	CLT	BWI	1130	1254	361
DL	588	DEN	SLC	1130	1257	391
MQ	3543	MHK	DFW	1130	1300	431
WN	3058	SFO	SAN	1130	1300	447
US	1964	CLT	MCI	1130	1304	808
AS	64	ANC	JNU	1130	1310	571
AA	334	MFE	DFW	1130	1310	469
US	2053	CLT	TPA	1130	1312	507
AS	408	PDX	SJC	1130	1312	569
WN	1569	JAX	BWI	1130	1315	663
AA	329	LGA	ORD	1130	1315	733
AS	373	SMF	SEA	1130	1320	605
MQ	3281	LGA	CMH	1130	1323	479
DL	2089	MSP	SNA	1130	1327	1522
MQ	3340	LGA	TYS	1130	1328	647
DL	566	MIA	ATL	1130	1331	594
US	1937	CLT	BOS	1130	1337	728
US	1892	MIA	CLT	1130	1339	650
MQ	2830	PIA	DFW	1130	1345	672
DL	1494	PHL	ATL	1130	1347	666
VX	715	DCA	DAL	1130	1350	1184
NK	147	ACY	MCO	1130	1358	852
OO	4794	LAX	PHX	1130	1358	370
WN	3315	BWI	DAL	1130	1400	1209
US	746	DCA	PBI	1130	1402	857
WN	1863	BWI	FLL	1130	1405	925
US	1746	PHL	MCO	1130	1405	861
WN	2448	LGA	ATL	1130	1420	762
WN	890	MDW	PHL	1130	1420	668
NK	180	FLL	LGA	1130	1421	1076
OO	4586	SJC	SLC	1130	1425	584
EV	5050	MSP	AUS	1130	1426	1042
AA	1246	MIA	LGA	1130	1427	1096
DL	1693	ORD	ATL	1130	1429	606
EV	4917	MSP	IAH	1130	1430	1034
B6	1887	ORH	MCO	1130	1440	1091
VX	409	JFK	LAX	1130	1445	2475
WN	3852	LGA	HOU	1130	1445	1428
WN	660	STL	LGA	1130	1445	888
UA	703	JFK	LAX	1130	1448	2475
DL	423	JFK	LAX	1130	1455	2475
AA	332	DFW	RDU	1130	1500	1061
UA	720	SFO	DEN	1130	1500	967
DL	1975	MSP	ATL	1130	1501	907
AA	178	DFW	DCA	1130	1510	1192
WN	707	HOU	DCA	1130	1515	1218
US	622	SEA	PHX	1130	1515	1107
WN	156	SEA	ABQ	1130	1520	1180
OO	5213	ASE	ORD	1130	1525	1013
US	684	PHX	LIH	1130	1527	2979
AA	2488	DFW	EWR	1130	1535	1372
UA	328	DEN	HNL	1130	1550	3365
WN	1760	AUS	EWR	1130	1555	1504
UA	1621	IAH	EWR	1130	1602	1400
UA	1683	DEN	OGG	1130	1603	3302
F9	718	DEN	DCA	1130	1639	1476
WN	2516	PHX	CLE	1130	1720	1737
AA	1202	SNA	ORD	1130	1730	1726
DL	101	LAX	ATL	1130	1840	1947
US	706	LAS	CLT	1130	1841	1916
US	726	LAX	PIT	1130	1859	2136
US	607	LAS	PHL	1130	1907	2176
B6	620	SAN	BOS	1130	1944	2588
UA	267	SFO	PHL	1130	1953	2521
DL	2550	SLC	SNA	1131	1225	588
DL	1331	SLC	JAC	1131	1234	205
OO	5518	DEN	ONT	1131	1255	819
UA	1090	FLL	IAH	1131	1332	965
UA	1257	IAH	SFO	1131	1353	1635
UA	1732	IAH	SEA	1131	1420	1874
EV	4553	MCI	EWR	1131	1518	1092
OO	5617	ONT	IAH	1131	1636	1334
B6	1563	ORD	SJU	1131	1806	2072
OO	5160	IAH	SAT	1132	1237	191
UA	1273	IAH	LAX	1132	1315	1379
DL	1570	STL	ATL	1132	1404	484
DL	1565	SAN	SLC	1132	1428	626
UA	1619	EWR	TPA	1132	1434	997
EV	4896	CAE	ATL	1133	1236	192
DL	2204	SLC	LAX	1134	1234	590
EV	4503	IAH	BRO	1134	1250	308
EV	4172	BHM	IAH	1134	1330	562
DL	1424	MCO	DTW	1134	1415	957
EV	5211	XNA	ATL	1134	1419	589
OO	4632	OAK	SLC	1134	1420	588
DL	1189	SLC	BWI	1134	1735	1865
US	1853	PHX	LAS	1135	1150	255
WN	2432	TUS	LAS	1135	1150	365
US	850	CLT	BNA	1135	1201	328
OO	4815	SLC	FAT	1135	1224	501
WN	635	HOU	AUS	1135	1225	148
OO	5447	MKE	ORD	1135	1225	67
OO	2626	SAN	LAX	1135	1225	109
OO	6608	TUS	PHX	1135	1225	110
AA	1328	DFW	OKC	1135	1230	175
OO	4564	LAX	SAN	1135	1232	109
MQ	3475	ORD	CID	1135	1238	196
WN	2102	BWI	MKE	1135	1240	641
OO	7416	MSP	RHI	1135	1240	190
MQ	2879	DFW	MAF	1135	1243	309
WN	1019	LAS	LAX	1135	1245	236
AA	1554	DFW	SNA	1135	1250	1205
WN	414	ATL	RDU	1135	1255	356
US	1730	CLT	DCA	1135	1255	331
WN	193	CMH	BWI	1135	1255	337
WN	2509	SFO	LAX	1135	1255	337
US	1731	PHL	ORD	1135	1256	678
DL	1146	MSP	ORD	1135	1259	334
WN	1111	OAK	LAS	1135	1300	407
US	1827	RDU	PHL	1135	1300	337
WN	1847	MCO	STL	1135	1305	882
WN	1723	SAN	SFO	1135	1305	447
WN	2417	CAK	DEN	1135	1310	1224
MQ	2834	JAN	DFW	1135	1310	408
WN	322	PHX	DEN	1135	1320	602
MQ	3316	DFW	CID	1135	1323	685
MQ	3041	DSM	DFW	1135	1340	624
DL	1151	MSP	SFO	1135	1348	1589
OO	2577	LAX	EUG	1135	1350	748
WN	3652	RSW	DCA	1135	1355	892
F9	1330	IAD	MCO	1135	1400	758
AS	591	PSP	PDX	1135	1400	873
B6	107	SEA	LGB	1135	1405	965
B6	164	SRQ	JFK	1135	1411	1041
WN	1342	PBI	ISP	1135	1415	1052
WN	943	MDW	HOU	1135	1420	937
WN	604	OAK	PHX	1135	1420	646
WN	805	SJC	PHX	1135	1420	621
MQ	3058	ORD	BWI	1135	1423	622
DL	2157	SEA	SLC	1135	1429	689
EV	2545	DFW	TYS	1135	1430	772
WN	651	HOU	ATL	1135	1430	696
WN	259	BDL	MCO	1135	1435	1050
DL	1103	FLL	MSP	1135	1435	1487
UA	1164	EWR	FLL	1135	1441	1065
WN	292	MCI	DCA	1135	1455	949
DL	2562	LGA	FLL	1135	1458	1076
AA	1186	BOS	DFW	1135	1500	1562
DL	2485	BOS	FLL	1135	1501	1237
B6	391	BOS	TPA	1135	1504	1185
US	663	PHX	KOA	1135	1516	2860
AA	370	DFW	BWI	1135	1520	1217
AA	1138	DFW	LGA	1135	1545	1389
UA	1702	DEN	KOA	1135	1615	3329
AA	1307	LAX	BNA	1135	1725	1797
AS	692	SEA	SAT	1135	1735	1774
UA	426	IAH	LGA	1136	1602	1416
EV	5470	LEX	ATL	1137	1258	304
OO	5652	SFO	PSP	1137	1304	421
EV	4448	CVG	IAH	1137	1328	871
B6	701	FLL	LAX	1137	1429	2342
EV	4349	BDL	ORD	1138	1325	783
B6	1447	HPN	TPA	1138	1439	1032
UA	1666	CLE	FLL	1138	1440	1062
UA	1506	SFO	ORD	1138	1759	1846
DL	2091	ATL	TPA	1139	1305	406
OO	5171	STL	DEN	1139	1309	770
UA	1149	MCO	DEN	1139	1346	1546
UA	1612	EWR	MCO	1139	1435	937
WN	3450	PHX	LAS	1140	1145	255
WN	3214	LBB	LAS	1140	1155	775
WN	3486	ABQ	LAS	1140	1215	486
OO	6338	LAX	SAN	1140	1234	109
AA	316	DFW	DEN	1140	1240	641
OO	7399	MSP	HIB	1140	1243	174
AA	976	DFW	IAH	1140	1245	224
WN	2197	SAT	SAN	1140	1245	1129
B6	315	SYR	JFK	1140	1250	209
MQ	3494	SYR	ORD	1140	1250	607
US	1862	CLT	ORD	1140	1251	599
MQ	2950	ORD	RST	1140	1253	268
WN	3031	SJC	SAN	1140	1255	417
US	2071	CLT	ATL	1140	1259	226
WN	681	DAL	MSY	1140	1300	436
AA	1495	DFW	EGE	1140	1300	721
OO	7363	MSP	ABR	1140	1303	257
WN	926	CHS	BWI	1140	1310	472
AA	1627	DFW	FAT	1140	1310	1313
WN	4649	MCO	HOU	1140	1315	849
WN	428	ATL	LAS	1140	1320	1747
EV	4738	BNA	ORD	1140	1324	409
UA	211	IAH	GUC	1140	1328	886
WN	799	HOU	STL	1140	1330	687
AA	1537	MCO	ORD	1140	1330	1005
OO	4967	MIA	IAH	1140	1332	964
OO	5643	DEN	MFR	1140	1333	964
NK	921	LGA	MYR	1140	1333	563
WN	332	MCI	PDX	1140	1335	1482
WN	3392	ABQ	PDX	1140	1340	1111
US	413	ATL	PHX	1140	1350	1587
MQ	3114	ORD	DTW	1140	1353	235
WN	1133	LAS	SLC	1140	1400	368
AA	2245	FLL	DFW	1140	1405	1119
OO	2598	LAX	TUS	1140	1405	451
AA	1657	ORD	LAX	1140	1405	1744
WN	2971	ELP	AUS	1140	1410	528
EV	4103	PNS	ORD	1140	1411	794
EV	5597	LFT	ATL	1140	1414	503
WN	1975	ABQ	DAL	1140	1415	580
WN	1172	AUS	MDW	1140	1415	972
NK	804	MCO	DTW	1140	1417	957
VX	783	LAX	SEA	1140	1420	954
AA	1218	MSP	DFW	1140	1420	852
AA	322	ORD	DCA	1140	1420	612
US	1848	PHL	DFW	1140	1427	1303
DL	2170	LAX	SLC	1140	1430	590
WN	705	BWI	SLC	1140	1435	1865
B6	222	PBI	BOS	1140	1436	1197
DL	459	JFK	MCO	1140	1438	944
WN	1163	STL	BWI	1140	1440	738
DL	1804	FLL	DTW	1140	1450	1127
DL	2175	LGA	RSW	1140	1504	1080
WN	653	SFO	DEN	1140	1510	967
US	432	PHX	OGG	1140	1520	2845
WN	1329	MCO	SJU	1140	1525	1189
UA	340	SAN	IAH	1140	1649	1303
WN	4774	OAK	AUS	1140	1700	1497
VX	714	SFO	DAL	1140	1700	1476
WN	727	DEN	EWR	1140	1720	1605
AS	748	SEA	STL	1140	1727	1709
UA	574	SFO	IAD	1140	1949	2419
DL	411	LAX	JFK	1140	2000	2475
OO	5369	ORD	STC	1141	1308	394
OO	5174	CLE	IAH	1141	1355	1091
UA	1082	ATL	EWR	1141	1403	746
UA	73	EWR	SFO	1141	1515	2565
B6	759	BOS	PHL	1143	1317	280
EV	4297	JAX	EWR	1143	1405	820
B6	1404	SJU	JFK	1143	1443	1598
B6	512	AUS	FLL	1143	1510	1105
UA	1416	EWR	SJU	1143	1641	1608
OO	4447	BIL	SLC	1144	1309	387
EV	3954	OMA	EWR	1144	1534	1134
WN	126	PHX	SAN	1145	1155	304
WN	1766	PHX	ONT	1145	1200	325
WN	573	PHX	LAX	1145	1210	370
MQ	3213	CVG	ORD	1145	1215	265
WN	3413	PHX	BUR	1145	1215	369
HA	185	OGG	HNL	1145	1221	100
DL	795	GRR	MSP	1145	1228	408
WN	1141	DEN	LAS	1145	1240	628
WN	3579	BWI	BDL	1145	1250	283
WN	685	PHX	SFO	1145	1250	651
WN	267	PHX	SMF	1145	1250	647
AA	1075	DCA	ORD	1145	1255	612
DL	1390	TRI	ATL	1145	1257	227
WN	572	BDL	BWI	1145	1300	283
DL	1258	JAX	ATL	1145	1300	270
EV	4947	GSO	ATL	1145	1305	306
WN	846	RNO	LAX	1145	1305	391
OO	2591	SJC	LAX	1145	1305	308
MQ	3662	TLH	MIA	1145	1306	402
OO	7377	BTM	SLC	1145	1307	358
US	1753	CLT	JAX	1145	1310	328
US	2098	CLT	PIT	1145	1310	366
DL	1207	SLC	MSO	1145	1317	436
DL	1472	TPA	ATL	1145	1317	406
MQ	3542	CHS	MIA	1145	1324	489
AA	126	DFW	PHX	1145	1325	868
OO	6266	IAH	TUS	1145	1325	936
WN	599	MDW	DEN	1145	1325	895
US	749	TPA	CLT	1145	1325	507
WN	961	RSW	ATL	1145	1330	515
UA	1548	IAH	MTJ	1145	1332	927
US	1700	PHL	CLT	1145	1332	449
WN	3929	BHM	DAL	1145	1335	587
AA	1080	ORD	EGE	1145	1335	1007
DL	1233	ORF	ATL	1145	1340	516
UA	1501	IAH	HDN	1145	1341	985
MQ	3045	ORD	TUL	1145	1343	585
DL	1589	FLL	ATL	1145	1347	581
US	450	LAS	PHX	1145	1353	255
US	1831	CLT	MIA	1145	1355	650
AA	2305	DFW	ORD	1145	1355	802
DL	1782	ATL	LGA	1145	1358	762
AA	2372	MIA	DFW	1145	1402	1121
US	1846	DCA	TPA	1145	1407	814
WN	617	BWI	TPA	1145	1410	842
DL	831	IAH	SLC	1145	1411	1195
DL	2134	MSP	PHX	1145	1411	1276
EV	5210	BTR	ATL	1145	1413	448
DL	1660	EWR	ATL	1145	1418	746
MQ	3343	DFW	FAR	1145	1423	968
DL	1662	BNA	DTW	1145	1427	456
DL	1188	SMF	SLC	1145	1427	532
WN	1060	LAX	SLC	1145	1430	590
WN	309	MSY	FLL	1145	1430	674
UA	1426	EWR	IAH	1145	1438	1400
B6	114	FLL	HPN	1145	1438	1097
AA	1212	DFW	SDF	1145	1440	733
WN	59	MDW	PHX	1145	1440	1444
WN	2359	MKE	BWI	1145	1440	641
DL	774	SAT	ATL	1145	1455	874
WN	2701	ALB	TPA	1145	1500	1130
AA	74	DFW	CLE	1145	1515	1021
WN	303	SJC	DEN	1145	1515	948
US	1833	MSY	PHL	1145	1521	1089
US	692	PHX	HNL	1145	1532	2917
WN	994	MKE	FLL	1145	1555	1243
AS	140	ANC	PDX	1145	1615	1542
US	833	CLT	STT	1145	1618	1520
UA	1219	DEN	LIH	1145	1633	3414
AA	1684	PSP	DFW	1145	1635	1126
WN	953	LAS	HOU	1145	1645	1235
AA	2419	LAX	DFW	1145	1650	1235
AS	670	SEA	AUS	1145	1740	1770
US	704	LAX	CLT	1145	1915	2125
EV	4725	BTR	IAH	1146	1256	253
DL	1225	SYR	ATL	1146	1420	794
DL	1167	TPA	JFK	1146	1425	1005
UA	364	PHX	SFO	1147	1254	651
UA	251	SNA	IAH	1147	1655	1346
DL	882	SEA	DTW	1147	1855	1927
OO	5555	RAP	DEN	1148	1310	300
UA	1439	IAH	SAN	1148	1320	1303
UA	270	DEN	BOI	1148	1352	649
HA	182	HNL	ITO	1149	1240	216
UA	1415	IAH	PHX	1149	1350	1009
UA	1085	IAH	EGE	1149	1351	934
WN	1182	PHX	SNA	1150	1210	338
WN	739	IND	MCI	1150	1225	451
F9	813	MCI	DEN	1150	1238	533
MQ	3004	ORD	MSN	1150	1243	108
OO	5546	ASE	DEN	1150	1244	125
WN	719	MCI	DEN	1150	1245	533
MQ	3274	CMI	ORD	1150	1250	135
AA	1023	DFW	AUS	1150	1250	190
WN	3837	HOU	MSY	1150	1250	302
WN	771	PHX	SJC	1150	1250	621
AA	1391	MCO	MIA	1150	1254	192
WN	571	BWI	MDW	1150	1255	611
WN	235	BWI	RDU	1150	1255	255
WN	1820	LAS	SNA	1150	1255	226
WN	484	PIT	BWI	1150	1255	210
OO	4728	SLC	MFR	1150	1256	575
WN	1032	RNO	LAS	1150	1300	345
WN	1093	SAN	LAS	1150	1300	258
MQ	3075	GRB	ORD	1150	1305	173
WN	536	ISP	BWI	1150	1305	220
AA	150	DFW	MSY	1150	1310	447
AA	1489	DFW	MEM	1150	1310	432
EV	5918	CHS	ORD	1150	1314	760
WN	710	DEN	BUR	1150	1315	850
WN	1707	DEN	SNA	1150	1315	846
MQ	2903	BTR	DFW	1150	1320	383
WN	4206	PHX	SLC	1150	1325	507
WN	881	DEN	OAK	1150	1330	957
WN	3744	DEN	SJC	1150	1330	948
WN	4986	TPA	DAL	1150	1330	917
OO	5200	IND	IAH	1150	1331	844
AA	221	DFW	SFO	1150	1335	1464
AA	2491	DFW	SLC	1150	1335	989
WN	134	DEN	SFO	1150	1340	967
US	466	CLT	DEN	1150	1341	1337
US	2064	CLT	LGA	1150	1342	544
MQ	3544	CAE	DFW	1150	1350	922
WN	976	MSY	MCI	1150	1350	689
US	2077	CLT	RSW	1150	1352	600
US	1988	CLT	ALB	1150	1353	646
US	1961	CLT	FLL	1150	1356	631
DL	2211	GRR	ATL	1150	1358	640
B6	724	MCO	DCA	1150	1358	759
MQ	3065	GSO	DFW	1150	1400	999
OO	6522	LAX	PHX	1150	1414	370
EV	5090	MLU	ATL	1150	1417	448
WN	390	DTW	PHX	1150	1420	1671
F9	1375	MIA	IAD	1150	1420	921
F9	1281	PHL	TPA	1150	1425	920
WN	2105	TPA	FNT	1150	1430	1036
US	1950	FLL	PHL	1150	1435	992
US	1800	MSY	MIA	1150	1437	675
US	802	PHL	RSW	1150	1444	993
AA	194	DFW	ATL	1150	1445	731
WN	523	BNA	LGA	1150	1455	764
AA	186	ORD	BOS	1150	1455	867
AA	1104	LGA	DFW	1150	1500	1389
UA	670	EWR	LAX	1150	1507	2454
AA	1636	DFW	RSW	1150	1515	1017
DL	700	MSP	CLT	1150	1515	930
WN	3919	PHX	OMA	1150	1515	1037
UA	428	IAH	IAD	1150	1543	1190
WN	2717	LAX	DAL	1150	1640	1246
AA	2293	SFO	DFW	1150	1720	1464
AA	156	LAX	STL	1150	1725	1592
AS	836	LIH	PDX	1150	1924	2631
AA	131	LAX	MCO	1150	1925	2218
UA	1489	LAX	EWR	1150	2000	2454
MQ	2782	GUC	DFW	1151	1450	678
AA	66	SJU	JFK	1151	1456	1598
EV	3257	OKC	IAD	1151	1536	1136
OO	5596	SAT	ORD	1152	1440	1041
EV	5525	VLD	ATL	1153	1259	208
UA	1449	EWR	DEN	1154	1421	1605
WN	1201	SLC	LAS	1155	1210	368
MQ	3263	ACT	DFW	1155	1240	89
OO	5477	LAX	CLD	1155	1240	86
OO	5454	SFO	SMF	1155	1242	86
MQ	3241	ABI	DFW	1155	1245	158
OO	2632	MKE	ORD	1155	1245	67
EV	6149	ORD	MLI	1155	1249	139
EV	5919	ORD	GRB	1155	1251	173
AA	1161	TPA	MIA	1155	1300	204
MQ	3456	ORD	DSM	1155	1303	299
AA	2210	SAT	DFW	1155	1305	247
WN	2779	LAX	SFO	1155	1310	337
WN	852	OAK	LAX	1155	1310	337
WN	889	SJC	LAX	1155	1310	308
WN	317	LAS	RNO	1155	1315	345
WN	3356	SAN	SJC	1155	1315	417
OO	6238	SFO	ACV	1155	1316	250
WN	4278	DEN	GEG	1155	1320	836
WN	4729	DEN	SAN	1155	1320	853
AA	2377	ICT	DFW	1155	1320	328
WN	1579	SFO	LAS	1155	1320	414
DL	2369	ATL	MCO	1155	1321	404
AA	314	ATL	DFW	1155	1325	731
WN	492	DEN	SLC	1155	1325	391
WN	3851	LAS	OAK	1155	1325	407
MQ	2839	MSP	ORD	1155	1325	334
DL	723	ATL	SRQ	1155	1326	444
WN	606	DEN	LAX	1155	1330	862
WN	1587	DEN	SMF	1155	1330	909
UA	1131	MCO	IAH	1155	1330	854
MQ	3415	OMA	ORD	1155	1330	416
WN	743	MCO	ATL	1155	1335	404
EV	5925	ORD	FSD	1155	1337	462
WN	537	DEN	PDX	1155	1345	991
OO	2646	ORD	ICT	1155	1345	588
AA	1083	BOS	ORD	1155	1350	867
US	862	MCO	DCA	1155	1358	759
AS	306	SEA	SFO	1155	1359	679
EV	4589	ORD	JAN	1155	1403	677
MQ	2814	DFW	MKE	1155	1408	853
EV	5067	JAN	ATL	1155	1413	341
US	1728	MCO	PHL	1155	1416	861
US	1872	DCA	MCO	1155	1418	759
AS	638	SEA	LAS	1155	1418	867
WN	3472	FLL	MKE	1155	1420	1243
DL	82	MEM	ATL	1155	1420	332
DL	1367	ROC	ATL	1155	1420	749
WN	796	ELP	DAL	1155	1430	562
UA	1763	ORD	SEA	1155	1433	1721
AA	1016	JFK	MCO	1155	1440	944
DL	2515	PBI	LGA	1155	1442	1035
US	1900	PHL	FLL	1155	1445	992
OO	5199	SFO	SLC	1155	1447	599
